index,fips,county,state,ST,ave_temp,precip_ave,tot_ha,sand,silt,clay,yield_Mg,dSOC_MgC,dN2ON_kgN,iN2ON_kgN,kgCH4_ox,ghg_MgCO2e,yield_Mg_ha,dSOC_MgC_ha,dN2ON_kgN_ha,iN2ON_kgN_ha,kgCH4_ox_ha,ghg_MgCO2e_ha
1399,31159,Seward,Nebraska,NE,11.75716265,73.44751167,5503.483112,20.63659008,50.0113895,29.35202043,86370.03466,271.240497,9814.157715,1233.700887,11959.78783,3270.988447,15.69370395,0.049285242,1.783262984,0.224167289,2.173130649,0.594348775
1400,31161,Sheridan,Nebraska,NE,10.59670122,44.80469341,42228.40907,79.23420391,13.47386706,7.291929021,318282.2631,-981.6552163,41732.97731,3517.035942,79335.28544,20214.99958,7.537159702,-0.023246323,0.988267809,0.083286016,1.878718313,0.478706161
1401,31163,Sherman,Nebraska,NE,11.43963058,65.40385684,24915.96301,17.03002383,62.4735195,20.49645667,343915.3789,-249.1787403,35484.09089,3774.486348,60418.80415,15566.32975,13.8030137,-0.010000767,1.42415089,0.15148868,2.424903429,0.624753285
1402,31165,Sioux,Nebraska,NE,10.80080364,38.62241375,50979.23249,73.12147724,15.86861652,11.00990624,299728.1086,796.1530936,44930.65044,6421.215479,135193.4895,14677.4435,5.879415871,0.015617204,0.881352038,0.125957477,2.651932618,0.287910249
1403,31167,Stanton,Nebraska,NE,10.81775143,72.4756445,12271.87529,24.6367943,52.87343832,22.48976738,204407.7255,647.8713447,21153.96052,2858.103518,25242.85062,6916.627267,16.65660061,0.052793182,1.723775708,0.232898677,2.056967661,0.563616163
1404,31169,Thayer,Nebraska,NE,12.42332333,77.20510669,10028.2762,18.84434724,54.2461164,26.90953636,164020.9239,1259.649253,17353.41117,2047.563497,21607.04444,2857.043344,16.35584427,0.125609749,1.730448067,0.204179009,2.154612019,0.284898749
1405,31171,Thomas,Nebraska,NE,10.83567844,54.51216496,62882.08411,93.11225695,3.116629039,3.77111401,686765.58,-4947.006213,70562.16503,19974.27408,78595.62177,53619.69211,10.92148248,-0.078671155,1.122134643,0.317646502,1.249888945,0.85270221
1406,31173,Thurston,Nebraska,NE,10.41697296,73.94951974,6107.243612,11.90108928,64.48522677,23.61368395,104771.8649,-37.8851271,11163.40389,1243.05734,13018.13438,4939.654227,17.15534397,-0.00620331,1.827895626,0.203538195,2.131589177,0.808818927
1407,31175,Valley,Nebraska,NE,11.09222487,65.17940856,30797.45239,17.62620505,61.54923469,20.82456026,420136.4823,-823.0931697,44580.41475,4346.518318,74108.14066,21311.24053,13.64192327,-0.026726015,1.447535796,0.141132398,2.4063075,0.691980631
1408,31177,Washington,Nebraska,NE,11.04943313,76.15354127,5691.107591,7.420291204,65.20581081,27.37389799,100677.743,670.8687077,11064.87233,1121.256937,11777.31551,2285.748271,17.69036016,0.117880166,1.944238825,0.197019107,2.069424154,0.401635048
1409,31179,Wayne,Nebraska,NE,10.57025127,71.37234532,7157.203642,17.0853902,59.08878566,23.82582413,115968.358,322.7784121,12676.91712,1611.707711,15329.01932,4337.083805,16.20302618,0.045098397,1.771210903,0.22518679,2.141760957,0.605974627
1410,31181,Webster,Nebraska,NE,12.52566734,70.35244508,24517.54916,11.23757411,65.07148913,23.69093676,369153.0052,2155.175511,37326.91426,3213.351039,58209.21333,7352.127394,15.05668461,0.087903383,1.522456997,0.131063306,2.374185648,0.299872036
1411,31183,Wheeler,Nebraska,NE,10.75962455,66.49995005,33905.81387,90.27931854,5.258753104,4.461928355,445554.081,-4896.862353,40555.03359,13810.57239,37357.47203,39531.14136,13.14093455,-0.144425448,1.196108542,0.40732166,1.101801366,1.16591041
1412,31185,York,Nebraska,NE,11.83341492,72.58836662,2722.575437,13.13803879,61.19790713,25.66405408,44013.00245,439.4277309,4390.808525,432.0222409,6025.257473,229.1580505,16.16594415,0.16140149,1.612740813,0.158681458,2.213072737,0.084169587
1413,33001,Belknap,New Hampshire,NH,7.791202208,111.7782853,4876.913446,69.52301428,24.48088298,5.996102742,66740.41372,-938.6015266,9798.885431,2229.158421,4866.320892,8310.630496,13.6849699,-0.192458106,2.009239151,0.45708386,0.997828021,1.704075864
1414,33003,Carroll,New Hampshire,NH,7.498751538,117.5819694,1168.922882,67.98811612,27.00683378,5.005050097,15632.97776,-225.0355953,2368.38841,563.2476416,1004.405941,2016.98752,13.37383159,-0.192515348,2.02612888,0.48185184,0.859257661,1.725509485
1415,33007,Coos,New Hampshire,NH,4.437601499,108.7289638,177.413009,54.83241573,39.71812259,5.449461685,2158.941446,-35.58404897,451.1980845,86.25285573,127.5873041,350.5737437,12.16901431,-0.200571814,2.54320744,0.486169849,0.719154164,1.976031778
1416,33009,Grafton,New Hampshire,NH,6.684752063,103.7265137,524.777769,58.55676954,35.58938383,5.853846633,7381.901309,-111.3806522,1158.244473,238.3294543,482.8885251,976.0386717,14.0667188,-0.212243465,2.207114213,0.454153107,0.920177175,1.859908573
1417,33013,Merrimack,New Hampshire,NH,8.041755334,108.9010545,2493.634482,69.43014619,24.4533393,6.116514507,34022.31311,-480.7244347,5060.249652,1132.687265,2481.066924,4270.320943,13.64366484,-0.192780633,2.029266794,0.454231473,0.994960144,1.712488728
1418,33019,Sullivan,New Hampshire,NH,7.024697612,105.2449151,28.889936,49.3092836,43.90424422,6.786472182,393.209775,-5.821149987,64.04844806,12.68903838,29.97268361,52.43894446,13.61061426,-0.201494042,2.216981307,0.439220024,1.037478367,1.81512844
1419,34001,Atlantic,New Jersey,NJ,12.84328744,103.2406065,2607.96223,80.78531829,13.3065504,5.908131311,45398.63834,-221.8301091,3493.984969,941.8954398,3015.158237,2575.223632,17.40770546,-0.085058789,1.339737566,0.361161457,1.1561357,0.987446675
1420,34005,Burlington,New Jersey,NJ,12.18139086,111.9295461,11846.02373,70.29701687,19.04264317,10.66033996,224925.1827,-1078.96093,18596.52505,4164.615052,15888.44548,12984.95016,18.9873993,-0.091082118,1.569853773,0.351562275,1.341247143,1.096144196
1421,34007,Camden,New Jersey,NJ,12.75126655,109.702187,293.319568,78.56706436,14.61093889,6.821996746,5305.779201,-29.44506777,418.0892341,107.4970191,340.3495103,317.1830346,18.08873249,-0.100385624,1.425371096,0.366484309,1.160336873,1.081356545
1422,34011,Cumberland,New Jersey,NJ,12.79413868,101.0045062,7568.056111,60.91666563,30.30278875,8.780545619,132186.0577,-487.3424776,11612.29772,2540.835711,10245.5638,7391.339488,17.46631575,-0.06439467,1.534383143,0.335731616,1.353790676,0.976649668
1423,34015,Gloucester,New Jersey,NJ,12.61238162,107.6024005,4209.33045,68.93272517,22.69669233,8.370582494,75487.81423,-395.2859432,6716.889599,1550.580893,6086.63584,4720.031865,17.9334493,-0.093907083,1.595714492,0.368367585,1.445986698,1.121326045
1424,34019,Hunterdon,New Jersey,NJ,11.43744188,118.3125445,22693.14841,33.49915967,50.13993915,16.36090119,380535.8486,-1943.437843,37227.13433,9082.437233,35460.60897,25408.65794,16.76875512,-0.085639851,1.640457007,0.400228169,1.562613011,1.119662088
1425,34021,Mercer,New Jersey,NJ,11.75,116.2315828,5139.274305,38.21436604,46.68517552,15.10045844,88663.9412,-449.7399619,8414.01226,1948.664548,8421.864884,5726.493527,17.25222978,-0.087510402,1.637198515,0.37917115,1.638726479,1.114261117
1426,34023,Middlesex,New Jersey,NJ,11.78445929,115.4360584,1854.469107,55.76465063,33.36628289,10.86906648,30801.61266,-235.5380779,2748.136994,731.1849345,2698.39028,2236.063083,16.60939648,-0.127011055,1.481899582,0.394282618,1.455074269,1.205769929
1427,34025,Monmouth,New Jersey,NJ,12.03740279,89.36381879,7859.559608,64.75751349,24.43367628,10.80881023,98123.91332,-840.4912586,10058.8181,3043.738778,13234.29784,8164.211881,12.48465795,-0.106938722,1.279819558,0.387265818,1.683847251,1.038762003
1428,34027,Morris,New Jersey,NJ,10.68437964,120.765435,3446.332454,48.58861742,37.31681226,14.09457032,54911.13672,-455.1738338,5932.366997,1540.130385,4310.493759,4658.214709,15.93320942,-0.132074848,1.721356566,0.446889673,1.250748097,1.351644036
1429,34029,Ocean,New Jersey,NJ,12.55147659,83.87667612,814.313484,83.92094042,10.75142153,5.327638053,10986.13587,-44.15301584,906.7191496,275.3841322,995.0123027,626.0798054,13.49128571,-0.054221153,1.113476772,0.338179507,1.221903262,0.768843716
1430,34033,Salem,New Jersey,NJ,12.74929077,105.6421502,9106.136262,41.73116954,46.37455086,11.8942796,171702.7206,350.9840055,15226.45616,2668.464041,14455.7479,5759.645877,18.85571616,0.03854368,1.672109413,0.293040205,1.58747327,0.632501613
1431,34035,Somerset,New Jersey,NJ,11.57555216,118.4969799,8713.725915,33.32863097,50.00223409,16.66913493,144452.6929,-628.0295385,13976.05123,3460.558246,14068.24496,9166.843654,16.57760346,-0.072073593,1.603912192,0.397138753,1.61449248,1.052000458
1432,34037,Sussex,New Jersey,NJ,10.0792648,116.1898731,11531.90369,30.69039835,54.56503501,14.74456663,166288.238,-1777.834121,22771.44586,5513.282203,17499.86335,17800.25192,14.41984276,-0.154166577,1.974647592,0.478089511,1.517517299,1.54356578
1433,34041,Warren,New Jersey,NJ,10.22798561,118.4188875,9601.301284,33.24192466,51.02319028,15.73488506,147941.7945,-1605.0807,18813.2342,4422.557482,13707.29874,15171.37366,15.40851496,-0.167173246,1.959446292,0.460620634,1.4276501,1.580137235
1434,36001,Albany,New York,NY,8.827189396,103.4555422,13943.09685,29.66235865,53.62860272,16.70903863,223123.5752,-1801.41369,31785.3106,5075.526033,19812.65154,21392.49726,16.00244033,-0.129197531,2.279644971,0.364017125,1.420964924,1.534271583
1435,36003,Allegany,New York,NY,7.520947682,93.30804003,45891.32906,24.18858046,56.77323968,19.03817986,645276.5929,-8471.731248,100976.7128,19153.81499,63357.0042,79282.47472,14.06096982,-0.184604182,2.200344049,0.41737329,1.380587695,1.727613393
1436,36007,Broome,New York,NY,7.842986745,100.00186,35040.30291,29.21301203,53.91095598,16.87603199,475980.5757,-6792.736765,77401.29019,16080.60698,45514.92691,62535.13739,13.58380311,-0.193854967,2.208921835,0.458917465,1.298930749,1.784663151
1437,36009,Cattaraugus,New York,NY,7.564039674,106.2099869,40039.82656,25.37101357,56.74912662,17.87985981,584347.5962,-7718.231266,93661.56552,17205.66955,49670.03377,73048.13119,14.59415903,-0.192763854,2.339210071,0.429713888,1.240515707,1.824386803
1438,36011,Cayuga,New York,NY,8.49893829,95.27489508,53840.26759,31.95692816,47.5415517,20.50152014,841984.6527,-7722.495493,123668.9976,20304.26888,73796.70516,86171.68761,15.63856738,-0.143433453,2.29696105,0.377120505,1.370660074,1.600506303
1439,36013,Chautauqua,New York,NY,8.586555715,104.7177924,51716.66502,28.90111455,54.58736894,16.51151651,815900.1552,-8237.40545,116902.0522,20509.04209,69298.08357,85452.1916,15.77634898,-0.159279517,2.260432921,0.396565441,1.339956541,1.652314425
1440,36015,Chemung,New York,NY,8.394700103,89.41654121,17127.74049,28.55782139,54.62491245,16.81726615,239781.6031,-3094.065916,37993.50717,7331.964286,25124.74507,29504.30644,13.99960511,-0.180646473,2.218243977,0.428075396,1.466903652,1.722603543
1441,36017,Chenango,New York,NY,7.430006287,101.8428788,57610.31018,31.11730678,54.53807824,14.34461498,792283.2088,-11239.40591,128986.5865,26072.83844,71248.92671,103744.8383,13.75245518,-0.195093654,2.238949697,0.452572436,1.236739162,1.800803328
1442,36019,Clinton,New York,NY,6.688274692,85.76242891,11883.79092,60.33343179,28.220869,11.44569921,169508.3327,-2628.150868,24709.76686,5395.056074,12375.87157,21817.11807,14.26382657,-0.22115425,2.079283204,0.453984432,1.041407717,1.835871922
1443,36021,Columbia,New York,NY,8.615744688,110.3464019,30949.80088,34.73961317,52.28121916,12.97916767,466908.6906,-5461.626757,70419.0854,13255.86962,37712.98987,53793.27144,15.08599982,-0.176467266,2.275267801,0.428302259,1.218521244,1.738081342
1444,36023,Cortland,New York,NY,7.383218574,100.0170603,34088.41808,29.81232035,53.93013485,16.2575448,478558.9141,-6687.074038,77925.97032,15395.89699,42875.15406,62155.2693,14.03875395,-0.196168506,2.285995499,0.45164598,1.25776309,1.823354464
1445,36025,Delaware,New York,NY,7.015711781,104.7572773,57205.87732,35.33549455,52.3917163,12.27278915,779888.416,-11040.03114,119478.1082,25588.3028,66086.66241,98998.33523,13.63301207,-0.192987708,2.088563515,0.447301991,1.155242529,1.73056231
1446,36027,Dutchess,New York,NY,9.414452244,113.9930464,21404.72125,34.83143451,52.41214749,12.75641799,336792.2754,-3763.693417,47129.92322,9137.46562,28101.21165,36430.11482,15.73448547,-0.175834732,2.201847091,0.426890195,1.312851091,1.701966328
1447,36029,Erie,New York,NY,8.845019708,98.43205703,47998.49456,27.69420248,54.33429916,17.97149837,743851.4486,-6328.778309,114909.1044,17585.59284,62998.76272,76588.34253,15.49739123,-0.131853683,2.394014759,0.366378008,1.312515388,1.595640514
1448,36031,Essex,New York,NY,6.544147919,94.10310875,3054.435153,39.19292197,38.30841106,22.49866697,45587.20301,-623.2193153,10796.01857,1186.716232,2977.235425,7189.082067,14.92492089,-0.204037501,3.534538476,0.38852232,0.974725367,2.353653526
1449,36033,Franklin,New York,NY,5.941641504,92.49504071,20418.89094,54.37637673,32.68494755,12.93867573,275151.4265,-4555.402343,48989.43273,9612.622887,17758.54442,40592.60007,13.47533651,-0.223097442,2.399221039,0.470771058,0.869711507,1.987992404
1450,36035,Fulton,New York,NY,8.037228128,112.0381745,11474.26056,44.17302959,41.28390296,14.54306745,172040.798,-2343.885982,28610.04279,5162.088579,13858.51917,22260.90072,14.99362831,-0.204273379,2.493410589,0.449884204,1.207791918,1.940072791
1451,36037,Genesee,New York,NY,8.841947499,85.35916792,38863.33299,30.42894602,48.76753483,20.80351916,626518.4597,-5260.301494,94009.16728,13449.39292,55641.61343,62455.75044,16.12106866,-0.135353844,2.418968216,0.346068952,1.431725206,1.607061094
1452,36039,Greene,New York,NY,8.559698834,107.6255114,4556.420844,34.5416763,47.95397061,17.5043531,67638.13441,-822.9875344,11031.0748,1943.235478,5413.69332,8265.659517,14.84457576,-0.180621493,2.420995597,0.426482879,1.188146026,1.814068498
1453,36043,Herkimer,New York,NY,7.464821572,112.2168154,47808.37744,30.58251859,49.9824189,19.43506251,736583.4911,-9248.274377,122437.758,20197.22832,60203.99064,91585.64172,15.40699623,-0.19344464,2.56101053,0.422462117,1.259277011,1.915681866
1454,36045,Jefferson,New York,NY,7.643683895,99.35285487,94302.63908,28.52040204,46.145849,25.33374896,1314245.38,-15414.91429,317289.8739,34969.91479,102785.3562,200264.1998,13.93646448,-0.163462173,3.36459167,0.37082647,1.089952065,2.123633037
1455,36049,Lewis,New York,NY,6.638648683,120.0847188,33610.30058,45.70689353,39.93549387,14.3576126,469644.7789,-6917.779586,85867.02701,15501.97311,31864.7531,66659.24994,13.97323948,-0.205823199,2.554783074,0.461226851,0.948065104,1.983298239
1456,36051,Livingston,New York,NY,8.27117546,84.34133571,38011.09151,30.131436,50.42613763,19.44242638,580954.1923,-4932.783139,89079.15694,13653.96856,54575.80057,59318.14325,15.28380715,-0.129772204,2.343504314,0.359210115,1.435786198,1.560548274
1457,36053,Madison,New York,NY,7.269227121,103.3762381,51368.04252,29.59768406,53.43421614,16.96809981,746967.4362,-7672.970849,119929.5079,20535.65434,65551.99134,84760.50224,14.54148143,-0.149372459,2.334710493,0.399774905,1.276123989,1.65006292
1458,36055,Monroe,New York,NY,9.156612681,76.75028147,28092.94772,41.79115329,39.83271824,18.37612847,446259.6108,-3391.677652,72176.28275,9202.052196,41786.73569,45138.61039,15.88511164,-0.120730572,2.569195781,0.327557374,1.48744575,1.606759492
1459,36057,Montgomery,New York,NY,8.070764318,105.288248,33523.03966,22.65273711,55.56325596,21.78400693,526145.894,-4466.854029,84157.67458,12185.11188,45667.70134,55199.80306,15.69505329,-0.133247285,2.510442831,0.363484696,1.362278057,1.646622849
1460,36063,Niagara,New York,NY,9.305404533,85.4842411,30331.23642,29.50308367,48.25816907,22.23874726,486557.717,-3851.299052,86203.74709,9914.992751,42459.80417,52940.91473,16.04147323,-0.12697468,2.842078242,0.32689049,1.399870536,1.745425541
1461,36065,Oneida,New York,NY,7.35693591,115.8505506,51726.45722,36.84489318,48.35440246,14.80070436,773706.3819,-7896.617475,115627.3014,20506.33218,59722.71008,83939.77281,14.95765269,-0.152661093,2.235360928,0.396437979,1.15458729,1.622762844
1462,36067,Onondaga,New York,NY,8.14850197,100.5309865,50112.79966,30.3056126,49.86263227,19.83175513,780481.0052,-7101.416563,116846.7423,18947.46179,66067.75972,80707.12997,15.57448417,-0.141708638,2.331674604,0.378096253,1.318380936,1.610509301
1463,36069,Ontario,New York,NY,8.81571283,84.06027296,43056.63185,34.6449314,44.22608955,21.12897905,717491.4657,-5684.861406,110550.9921,14565.7873,63360.62602,71147.11385,16.66390135,-0.13203219,2.567571762,0.3382937,1.471564851,1.652407789
1464,36071,Orange,New York,NY,10.13113762,115.6946501,20910.82548,31.98848556,53.06286172,14.94865273,314785.4871,-3647.066981,42995.71619,9381.527126,30265.86634,34322.54192,15.05370926,-0.174410474,2.056146289,0.448644514,1.447377885,1.64137671
1465,36073,Orleans,New York,NY,9.184149699,74.17786249,17217.12677,37.78055316,43.69243622,18.52701063,259007.7108,-1858.347725,44165.45927,5412.688855,26948.18637,26696.08104,15.04360828,-0.107935996,2.565204976,0.314378173,1.565196489,1.550553783
1466,36075,Oswego,New York,NY,8.315164075,109.0724912,21290.36092,60.50804414,29.0086896,10.48326626,286488.3266,-3780.912005,46607.85723,9755.856902,19512.94449,36773.78061,13.45624565,-0.177587971,2.189152988,0.458228817,0.916515439,1.727250221
1467,36077,Otsego,New York,NY,7.36419477,102.6961068,64774.88275,29.8971832,55.22777191,14.87504489,941169.0128,-12216.07203,150001.8602,27856.11464,83910.90796,116460.8906,14.5298451,-0.188592731,2.31574113,0.430045003,1.295423541,1.797932867
1468,36083,Rensselaer,New York,NY,8.160812923,109.9165605,27849.23719,35.3137543,51.36092131,13.3253244,421899.6727,-5325.877736,62812.53494,12217.95739,31073.14814,49882.72944,15.14941576,-0.191239627,2.255449028,0.438717847,1.115762989,1.791170404
1469,36089,St. Lawrence,New York,NY,6.952078693,93.03496165,89479.06174,44.45405074,35.59286929,19.95307997,1281399.67,-18082.97452,272227.6672,37126.61482,94709.69722,192402.8195,14.32066503,-0.202091687,3.042361665,0.414919581,1.05845653,2.150255219
1470,36091,Saratoga,New York,NY,8.490787269,104.3402876,17559.2538,38.96340821,46.79312274,14.24346905,274040.1646,-3414.34026,43360.69032,7489.63598,21965.34496,33066.51045,15.60659512,-0.194446774,2.469392539,0.426534981,1.250927017,1.883138705
1471,36093,Schenectady,New York,NY,8.823256351,103.0651312,7773.71342,22.10570579,57.52716799,20.36712621,126088.5715,-894.6347178,17747.2508,2697.256697,11175.75178,11477.00888,16.21986362,-0.115084602,2.282982384,0.34697146,1.437633622,1.476386929
1472,36095,Schoharie,New York,NY,8.093771542,102.4478771,31611.1801,27.28387924,53.03079273,19.68532803,494550.7185,-5851.026983,77184.6412,12932.63825,41957.46604,57783.43058,15.64480405,-0.185093596,2.441688066,0.409115959,1.327298314,1.827942848
1473,36097,Schuyler,New York,NY,8.383197101,87.14647704,18256.18705,27.61277392,53.99984269,18.38738339,255927.8387,-3304.969864,40943.48655,7629.795041,27077.96417,31574.58502,14.01869065,-0.181032866,2.242718397,0.417929276,1.483221228,1.72952791
1474,36099,Seneca,New York,NY,8.781515772,87.91961969,22913.33527,26.89066475,50.22673406,22.88260119,374846.8189,-2959.029924,59385.75499,7705.13905,33481.7611,37837.42111,16.35933026,-0.129140079,2.591755163,0.336273134,1.461234722,1.65132752
1475,36101,Steuben,New York,NY,7.871881221,84.83469333,81449.17086,29.97125431,53.21392672,16.81481897,1082022.334,-15556.05976,169259.8133,35733.59448,118337.7645,139032.5066,13.28463289,-0.190991014,2.078103577,0.43872263,1.452903244,1.706984923
1476,36103,Suffolk,New York,NY,11.24331127,60.26998748,7273.961802,62.79791344,28.36028407,8.841802487,48062.19193,-574.4077511,9202.086472,3699.568933,8475.949235,7238.856241,6.607429794,-0.078967661,1.265072147,0.508604394,1.165245222,0.995173805
1477,36105,Sullivan,New York,NY,8.394353087,111.1682031,16395.33393,41.58031309,45.57650439,12.84318251,226486.9134,-3246.063431,32684.10477,7783.319394,17609.21284,28249.05295,13.81410799,-0.197987028,1.993500402,0.474727714,1.074038072,1.722993449
1478,36107,Tioga,New York,NY,8.249152834,94.26898206,35248.62073,30.56601634,53.41228523,16.02169843,500629.0637,-6866.13163,75373.41204,15411.41432,47416.14634,61627.91856,14.20279867,-0.194791498,2.138336493,0.437220351,1.345191538,1.748378157
1479,36109,Tompkins,New York,NY,8.039109801,92.83702617,33668.79676,28.67551981,52.76622094,18.55825925,491572.8389,-6337.055452,77447.62719,14159.98785,45173.45071,60094.71093,14.60024968,-0.188217461,2.300279031,0.420567089,1.341700775,1.784878484
1480,36111,Ulster,New York,NY,9.008776553,114.508066,14971.39461,30.51952293,52.86889044,16.61158663,225422.1609,-2676.311618,35392.70557,6514.381125,19328.63293,26712.69957,15.05685788,-0.178761678,2.364021956,0.435121864,1.291037571,1.784249248
1481,36113,Warren,New York,NY,7.378633925,104.2800163,1917.382907,62.23433786,26.72793316,11.03772897,28077.56508,-428.3519723,4340.511132,893.4303531,1962.129541,3693.684,14.64369218,-0.223404501,2.263768554,0.465963449,1.023337349,1.926419593
1482,36115,Washington,New York,NY,7.863472311,105.0473474,33610.49571,29.99136177,48.73465762,21.27398061,497482.6316,-6066.718095,103462.8727,13096.53668,37876.62064,69697.00622,14.80140715,-0.180500703,3.078290592,0.38965616,1.126928355,2.073667905
1483,36117,Wayne,New York,NY,9.012556601,88.58161716,34078.02184,43.52026543,38.79408926,17.68564531,527513.0984,-5126.948202,77177.3214,13061.39896,44308.90106,55115.08492,15.47956923,-0.150447354,2.264724219,0.383279259,1.300219281,1.617320547
1484,36121,Wyoming,New York,NY,7.89090007,93.88916767,50861.53073,30.2196409,51.48787453,18.29248456,731577.7824,-9892.250302,114854.0088,22115.95589,65197.08152,91446.8057,14.38371539,-0.194493759,2.25817051,0.434826785,1.28185449,1.797956223
1485,36123,Yates,New York,NY,8.619116757,84.96785633,30697.80967,32.49578478,48.59929634,18.90491888,459287.7242,-4037.539751,66770.19311,11312.31824,46404.5808,46003.59237,14.96157964,-0.131525337,2.175080041,0.368505713,1.511657714,1.49859527
1486,37001,Alamance,North Carolina,NC,15.58269536,109.6493783,19356.0088,48.49849005,34.43623997,17.06526998,410569.4432,-2205.924053,30021.52765,7351.099185,34953.94483,22663.77095,21.21147223,-0.113965853,1.551018496,0.379783832,1.805844645,1.170890713
1487,37003,Alexander,North Carolina,NC,15.55088659,112.4817816,8841.096244,57.38011055,19.51548071,23.10440874,195217.9899,-1265.402904,13538.27551,3590.102447,15680.59011,11328.74076,22.08074479,-0.143127376,1.531289235,0.40606983,1.773602467,1.281372858
1488,37005,Alleghany,North Carolina,NC,12.43,110.8601702,6235.540678,43.77544897,40.34906844,15.87548259,125220.8845,-656.205815,10163.92137,2289.96886,10409.58611,7298.003162,20.08180059,-0.105236394,1.629998406,0.367244635,1.669395911,1.170388189
1489,37007,Anson,North Carolina,NC,16.84153954,111.9191243,9475.491951,49.43790295,34.13036464,16.43173241,199610.7796,-974.302878,12482.9477,3578.69661,16711.3805,9789.143718,21.06600698,-0.102823461,1.317393098,0.377679241,1.76364252,1.03310137
1490,37013,Beaufort,North Carolina,NC,16.81140115,121.341541,1296.475379,45.91423849,37.64938393,16.43637758,28953.43174,84.40256908,1498.652978,426.2508616,2373.352991,425.7112896,22.33241927,0.06510156,1.155944033,0.328776673,1.830619408,0.328360489
1491,37015,Bertie,North Carolina,NC,16.12510396,115.947656,2028.916674,53.55372654,32.71482359,13.73144987,44341.51896,81.24977888,2381.915409,666.2181135,3639.955815,869.4477216,21.85477577,0.040045892,1.17398385,0.328361496,1.794039086,0.428528058
1492,37017,Bladen,North Carolina,NC,17.40120236,119.377293,3552.683426,75.52830628,15.56789812,8.903795607,78608.68871,-371.7645036,3998.703331,1379.126574,5152.590182,3456.918336,22.12656724,-0.104643296,1.125544511,0.388192926,1.450337552,0.973044294
1493,37019,Brunswick,North Carolina,NC,18.6559213,119.91489,3451.329148,79.46733163,12.91087518,7.621793185,70743.40868,-657.3657531,4006.437742,1561.064871,4121.343914,4611.221747,20.497439,-0.190467418,1.160839077,0.452308315,1.194132387,1.336071278
1494,37021,Buncombe,North Carolina,NC,11.17584908,107.3624066,10078.77763,41.77355517,33.70438805,24.52205677,186850.4099,-1164.082948,17400.22062,3621.722095,16593.57274,12552.99519,18.53899517,-0.115498426,1.72642172,0.359341403,1.646387424,1.24548786
1495,37023,Burke,North Carolina,NC,15.2410804,118.5602096,6596.982762,56.24413425,22.10132579,21.65453995,140760.7277,-927.1707411,9914.070126,2734.754914,11579.32902,8339.241381,21.33713741,-0.140544666,1.502818862,0.414546318,1.755246215,1.264099313
1496,37025,Cabarrus,North Carolina,NC,16.251805,106.0321699,13894.89612,41.46154212,39.01100232,19.52745556,296495.0181,-1238.057668,20527.77873,5098.476754,25989.36853,14477.93596,21.33841199,-0.089101614,1.477361079,0.366931621,1.870425536,1.04196072
1497,37027,Caldwell,North Carolina,NC,14.86517398,117.5930275,7196.237686,52.88230088,26.21758227,20.90011686,157512.9648,-966.7119895,11136.35721,2984.893923,12220.59763,9079.202225,21.88823822,-0.13433575,1.547524929,0.414785344,1.698192606,1.261659581
1498,37029,Camden,North Carolina,NC,16.65153426,99.20713102,1900.299022,47.26642738,38.61309463,14.12047799,36116.62916,44.0996424,2520.505134,648.9419044,3314.457938,1065.190001,19.00576106,0.023206686,1.326372905,0.341494626,1.744177048,0.560538099
1499,37031,Carteret,North Carolina,NC,19.42563155,77.02766563,98.811187,72.24189625,17.06408615,10.6940176,1421.563629,-8.92381329,125.7499333,41.45650466,149.1936814,98.13524875,14.38666686,-0.090311771,1.272628507,0.419552744,1.509886542,0.993159294
1500,37033,Caswell,North Carolina,NC,15.32316363,108.8700003,0.420346,67.87405043,19.53368987,12.59225971,7.906807928,-0.06474407,0.512427459,0.156441849,0.755388507,0.494554493,18.81023711,-0.154025661,1.219061105,0.372173992,1.797063627,1.176541451
1501,37035,Catawba,North Carolina,NC,15.68277386,110.7486633,18149.12296,54.98687517,27.01355001,17.99957482,402693.5717,-2487.154723,28625.37067,6924.03385,29589.1723,23085.34341,22.18804582,-0.13703994,1.577231624,0.381507904,1.630336208,1.271981212
1502,37037,Chatham,North Carolina,NC,16.15408968,110.9796605,18428.32165,30.92886288,50.87170116,18.19943596,398483.7741,-655.9250995,27485.15808,6012.450155,37247.63069,15306.9232,21.62344362,-0.035593317,1.491462901,0.326261407,2.021216658,0.830619494
1503,37041,Chowan,North Carolina,NC,16.1980765,115.6291619,824.942789,66.5979872,22.19914633,11.20286648,17327.54395,15.84498009,901.5981011,288.1484218,1351.153494,399.4539316,21.00454017,0.019207368,1.092921974,0.349295037,1.637875393,0.484220163
1504,37043,Clay,North Carolina,NC,12.42023296,145.0182232,626.528954,49.74874483,32.96454424,17.28671092,11968.78049,-89.82580509,937.8677179,268.372194,911.8677473,805.8047269,19.10331584,-0.143370557,1.496926378,0.428347632,1.455427944,1.286141242
1505,37045,Cleveland,North Carolina,NC,15.80728163,116.1256316,35964.0616,56.18637725,18.59084642,25.22277634,782605.4994,-5698.732507,55421.36578,15051.93267,64317.97392,48420.67804,21.76076518,-0.15845631,1.541020767,0.418527052,1.788395722,1.346362894
