"","fips","simyear","stover_removal","stover_dryyield_kgha"
"4265",17149,2013,"G",0
"4266",17149,2013,"G25S",2433.86069767442
"4267",17149,2013,"G50S",4868.74441860465
"4268",17149,2013,"G75S",7301.38
"4269",17149,2015,"G",0
"4270",17149,2015,"G25S",3174.49604651163
"4271",17149,2015,"G50S",6347.68953488372
"4272",17149,2015,"G75S",9519.78255813953
"4273",17149,2017,"G",0
"4274",17149,2017,"G25S",2671.98534883721
"4275",17149,2017,"G50S",5344.99372093023
"4276",17149,2017,"G75S",8018.15697674419
"4277",17149,2019,"G",0
"4278",17149,2019,"G25S",2746.48139534884
"4279",17149,2019,"G50S",5493.98581395349
"4280",17149,2019,"G75S",8242.87023255814
"4281",17149,2021,"G",0
"4282",17149,2021,"G25S",2843.87627906977
"4283",17149,2021,"G50S",5686.60488372093
"4284",17149,2021,"G75S",8529.33348837209
"4285",17149,2023,"G",0
"4286",17149,2023,"G25S",3482.49581395349
"4287",17149,2023,"G50S",6964.99162790698
"4288",17149,2023,"G75S",10445.1618604651
"4289",17149,2025,"G",0
"4290",17149,2025,"G25S",3526.52697674419
"4291",17149,2025,"G50S",7052.10837209302
"4292",17149,2025,"G75S",10577.6897674419
"4293",17149,2027,"G",0
"4294",17149,2027,"G25S",2884.99325581395
"4295",17149,2027,"G50S",5771.21162790698
"4296",17149,2027,"G75S",8656.12744186046
"4297",17149,2029,"G",0
"4298",17149,2029,"G25S",2854.63604651163
"4299",17149,2029,"G50S",5709.34953488372
"4300",17149,2029,"G75S",8565.08604651163
"4301",17149,2031,"G",0
"4302",17149,2031,"G25S",3216.12418604651
"4303",17149,2031,"G50S",6431.9688372093
"4304",17149,2031,"G75S",9646.79046511628
"4305",17149,2033,"G",0
"4306",17149,2033,"G25S",4090.3576744186
"4307",17149,2033,"G50S",8181.89325581395
"4308",17149,2033,"G75S",12270.1576744186
"4309",17149,2035,"G",0
"4310",17149,2035,"G25S",2922.21953488372
"4311",17149,2035,"G50S",5844.15953488372
"4312",17149,2035,"G75S",8765.43348837209
"4313",17149,2037,"G",0
"4314",17149,2037,"G25S",3324.93162790698
"4315",17149,2037,"G50S",6650.01813953488
"4316",17149,2037,"G75S",9975.49186046512
"4317",17149,2039,"G",0
"4318",17149,2039,"G25S",4495.64395348837
"4319",17149,2039,"G50S",8937.77
"4320",17149,2039,"G75S",13195.7
"4321",17151,2011,"G",0
"4322",17151,2011,"G25S",1944.59813953488
"4323",17151,2011,"G50S",3890.12651162791
"4324",17151,2011,"G75S",5836.12023255814
"4325",17151,2013,"G",0
"4326",17151,2013,"G25S",2689.81906976744
"4327",17151,2013,"G50S",5377.43627906977
"4328",17151,2013,"G75S",8066.57302325581
"4329",17151,2015,"G",0
"4330",17151,2015,"G25S",2227.04441860465
"4331",17151,2015,"G50S",4450.95674418605
"4332",17151,2015,"G75S",6673.00860465116
"4333",17151,2017,"G",0
"4334",17151,2017,"G25S",1965.31279069767
"4335",17151,2017,"G50S",3930.50162790698
"4336",17151,2017,"G75S",5895.81441860465
"4337",17151,2019,"G",0
"4338",17151,2019,"G25S",1919.35558139535
"4339",17151,2019,"G50S",3831.14441860465
"4340",17151,2019,"G75S",5738.15767441861
"4341",17151,2021,"G",0
"4342",17151,2021,"G25S",1755.18325581395
"4343",17151,2021,"G50S",3511.0488372093
"4344",17151,2021,"G75S",5267.37976744186
"4345",17151,2023,"G",0
"4346",17151,2023,"G25S",2643.98511627907
"4347",17151,2023,"G50S",5288.55953488372
"4348",17151,2023,"G75S",7930.24976744186
"4349",17151,2025,"G",0
"4350",17151,2025,"G25S",2677.01162790698
"4351",17151,2025,"G50S",5345.18534883721
"4352",17151,2025,"G75S",8000.92418604651
"4353",17151,2027,"G",0
"4354",17151,2027,"G25S",2758.44651162791
"4355",17151,2027,"G50S",5511.06325581395
"4356",17151,2027,"G75S",8255.77232558139
"4357",17151,2029,"G",0
"4358",17151,2029,"G25S",2783.41
"4359",17151,2029,"G50S",5566.01372093023
"4360",17151,2029,"G75S",8350.81930232558
"4361",17151,2031,"G",0
"4362",17151,2031,"G25S",3059.12720930233
"4363",17151,2031,"G50S",6118.25441860465
"4364",17151,2031,"G75S",9177.50558139535
"4365",17151,2033,"G",0
"4366",17151,2033,"G25S",3220.04255813953
"4367",17151,2033,"G50S",6431.3711627907
"4368",17151,2033,"G75S",9636.77697674419
"4369",17151,2035,"G",0
"4370",17151,2035,"G25S",2944.69744186047
"4371",17151,2035,"G50S",5891.47279069768
"4372",17151,2035,"G75S",8836.29418604651
"4373",17151,2037,"G",0
"4374",17151,2037,"G25S",3359.37418604651
"4375",17151,2037,"G50S",6721.41558139535
"4376",17151,2037,"G75S",10083.5809302326
"4377",17151,2039,"G",0
"4378",17151,2039,"G25S",3064.61651162791
"4379",17151,2039,"G50S",6131.31093023256
"4380",17151,2039,"G75S",9195.92744186046
"4381",17153,2011,"G",0
"4382",17153,2011,"G25S",1741.9088372093
"4383",17153,2011,"G50S",3484.66697674419
"4384",17153,2011,"G75S",5226.57581395349
"4385",17153,2013,"G",0
"4386",17153,2013,"G25S",2385.17302325581
"4387",17153,2013,"G50S",4770.20744186047
"4388",17153,2013,"G75S",7156.55534883721
"4389",17153,2015,"G",0
"4390",17153,2015,"G25S",1997.67441860465
"4391",17153,2015,"G50S",3994.19813953488
"4392",17153,2015,"G75S",5991.87255813954
"4393",17153,2017,"G",0
"4394",17153,2017,"G25S",1839.67348837209
"4395",17153,2017,"G50S",3678.03348837209
"4396",17153,2017,"G75S",5518.71906976744
"4397",17153,2019,"G",0
"4398",17153,2019,"G25S",1806.67534883721
"4399",17153,2019,"G50S",3612.2
"4400",17153,2019,"G75S",5416.71255813953
"4401",17153,2021,"G",0
"4402",17153,2021,"G25S",1590.6976744186
"4403",17153,2021,"G50S",3181.39534883721
"4404",17153,2021,"G75S",4773.10511627907
"4405",17153,2023,"G",0
"4406",17153,2023,"G25S",2517.7311627907
"4407",17153,2023,"G50S",5035.43813953488
"4408",17153,2023,"G75S",7555.19348837209
"4409",17153,2025,"G",0
"4410",17153,2025,"G25S",2558.32651162791
"4411",17153,2025,"G50S",5114.02604651163
"4412",17153,2025,"G75S",7663.78511627907
"4413",17153,2027,"G",0
"4414",17153,2027,"G25S",2682.57023255814
"4415",17153,2027,"G50S",5362.83906976744
"4416",17153,2027,"G75S",8038.43255813954
"4417",17153,2029,"G",0
"4418",17153,2029,"G25S",2714.25488372093
"4419",17153,2029,"G50S",5430.67255813953
"4420",17153,2029,"G75S",8144.92744186047
"4421",17153,2031,"G",0
"4422",17153,2031,"G25S",3137.18511627907
"4423",17153,2031,"G50S",6273.21953488372
"4424",17153,2031,"G75S",9409.39255813954
"4425",17153,2033,"G",0
"4426",17153,2033,"G25S",3276.05767441861
"4427",17153,2033,"G50S",6549.78976744186
"4428",17153,2033,"G75S",9821.90697674419
"4429",17153,2035,"G",0
"4430",17153,2035,"G25S",3080.66046511628
"4431",17153,2035,"G50S",6164.35720930233
"4432",17153,2035,"G75S",9248.21674418605
"4433",17153,2037,"G",0
"4434",17153,2037,"G25S",3132.56465116279
"4435",17153,2037,"G50S",6268.32837209302
"4436",17153,2037,"G75S",9402.59162790698
"4437",17153,2039,"G",0
"4438",17153,2039,"G25S",2794.03534883721
"4439",17153,2039,"G50S",5585.90790697674
"4440",17153,2039,"G75S",8377.64186046512
"4441",17155,2011,"G",0
"4442",17155,2011,"G25S",3215.54860465116
"4443",17155,2011,"G50S",6432.02697674419
"4444",17155,2011,"G75S",9647.57558139535
"4445",17155,2013,"G",0
"4446",17155,2013,"G25S",3068.70418604651
"4447",17155,2013,"G50S",6138.21581395349
"4448",17155,2013,"G75S",9209.71209302326
"4449",17155,2015,"G",0
"4450",17155,2015,"G25S",3717.45813953488
"4451",17155,2015,"G50S",7435.03860465116
"4452",17155,2015,"G75S",11150.0744186047
"4453",17155,2017,"G",0
"4454",17155,2017,"G25S",2452.41511627907
"4455",17155,2017,"G50S",4908.06
"4456",17155,2017,"G75S",7363.70488372093
"4457",17155,2019,"G",0
"4458",17155,2019,"G25S",2774.7476744186
"4459",17155,2019,"G50S",5551.23255813954
"4460",17155,2019,"G75S",8330.60604651163
"4461",17155,2021,"G",0
"4462",17155,2021,"G25S",2297.90418604651
"4463",17155,2021,"G50S",4596.73813953488
"4464",17155,2021,"G75S",6894.05372093023
"4465",17155,2023,"G",0
"4466",17155,2023,"G25S",3574.40906976744
"4467",17155,2023,"G50S",7145.65906976744
"4468",17155,2023,"G75S",10715.6123255814
"4469",17155,2025,"G",0
"4470",17155,2025,"G25S",3476.31023255814
"4471",17155,2025,"G50S",6953.55023255814
"4472",17155,2025,"G75S",10430.0793023256
"4473",17155,2027,"G",0
"4474",17155,2027,"G25S",3420.8576744186
"4475",17155,2027,"G50S",6840.31930232558
"4476",17155,2027,"G75S",10262.7918604651
"4477",17155,2029,"G",0
"4478",17155,2029,"G25S",2702.30348837209
"4479",17155,2029,"G50S",5403.92186046512
"4480",17155,2029,"G75S",8108.77
"4481",17155,2031,"G",0
"4482",17155,2031,"G25S",3821.46046511628
"4483",17155,2031,"G50S",7645.24674418605
"4484",17155,2031,"G75S",11471.3330232558
"4485",17155,2033,"G",0
"4486",17155,2033,"G25S",4128.73837209302
"4487",17155,2033,"G50S",8261.41744186047
"4488",17155,2033,"G75S",12393.9741860465
"4489",17155,2035,"G",0
"4490",17155,2035,"G25S",2761.01837209302
"4491",17155,2035,"G50S",5525.14418604651
"4492",17155,2035,"G75S",8295.85186046511
"4493",17155,2037,"G",0
"4494",17155,2037,"G25S",3922.18139534884
"4495",17155,2037,"G50S",7842.96674418605
"4496",17155,2037,"G75S",11765.9555813953
"4497",17155,2039,"G",0
"4498",17155,2039,"G25S",4467.20348837209
"4499",17155,2039,"G50S",8932.0811627907
"4500",17155,2039,"G75S",13394.0444186047
"4501",17157,2011,"G",0
"4502",17157,2011,"G25S",1840.10976744186
"4503",17157,2011,"G50S",3680.21953488372
"4504",17157,2011,"G75S",5520.32930232558
"4505",17157,2013,"G",0
"4506",17157,2013,"G25S",2418.60465116279
"4507",17157,2013,"G50S",4837.11348837209
"4508",17157,2013,"G75S",7253.48837209302
"4509",17157,2015,"G",0
"4510",17157,2015,"G25S",2171.99720930233
"4511",17157,2015,"G50S",4343.99441860465
"4512",17157,2015,"G75S",6516.08744186046
"4513",17157,2017,"G",0
"4514",17157,2017,"G25S",2090.41023255814
"4515",17157,2017,"G50S",4183.14604651163
"4516",17157,2017,"G75S",6273.55627906977
"4517",17157,2019,"G",0
"4518",17157,2019,"G25S",2055.71813953488
"4519",17157,2019,"G50S",4109.3023255814
"4520",17157,2019,"G75S",6165.02046511628
"4521",17157,2021,"G",0
"4522",17157,2021,"G25S",2088.37209302326
"4523",17157,2021,"G50S",4178.87813953488
"4524",17157,2021,"G75S",6267.25023255814
"4525",17157,2023,"G",0
"4526",17157,2023,"G25S",2837.20930232558
"4527",17157,2023,"G50S",5676.64837209302
"4528",17157,2023,"G75S",8513.8576744186
"4529",17157,2025,"G",0
"4530",17157,2025,"G25S",2818.31720930233
"4531",17157,2025,"G50S",5632.27069767442
"4532",17157,2025,"G75S",8441.6688372093
"4533",17157,2027,"G",0
"4534",17157,2027,"G25S",2818.70046511628
"4535",17157,2027,"G50S",5637.49674418605
"4536",17157,2027,"G75S",8458.42697674419
"4537",17157,2029,"G",0
"4538",17157,2029,"G25S",2985.95069767442
"4539",17157,2029,"G50S",5971.90139534884
"4540",17157,2029,"G75S",8960.08186046512
"4541",17157,2031,"G",0
"4542",17157,2031,"G25S",3260.27348837209
"4543",17157,2031,"G50S",6520.54697674419
"4544",17157,2031,"G75S",9782.95441860465
"4545",17157,2033,"G",0
"4546",17157,2033,"G25S",3432.36651162791
"4547",17157,2033,"G50S",6855.52651162791
"4548",17157,2033,"G75S",10265.2120930233
"4549",17157,2035,"G",0
"4550",17157,2035,"G25S",3304.17209302326
"4551",17157,2035,"G50S",6610.47813953488
"4552",17157,2035,"G75S",9914.45860465116
"4553",17157,2037,"G",0
"4554",17157,2037,"G25S",3297.48279069767
"4555",17157,2037,"G50S",6595.06139534884
"4556",17157,2037,"G75S",9892.64
"4557",17157,2039,"G",0
"4558",17157,2039,"G25S",3060.36930232558
"4559",17157,2039,"G50S",6109.11069767442
"4560",17157,2039,"G75S",9141.76465116279
"4561",17159,2011,"G",0
"4562",17159,2011,"G25S",2242.26651162791
"4563",17159,2011,"G50S",4484.56976744186
"4564",17159,2011,"G75S",6726.83627906977
"4565",17159,2013,"G",0
"4566",17159,2013,"G25S",2382.34325581395
"4567",17159,2013,"G50S",4765.01255813953
"4568",17159,2013,"G75S",7150.00744186047
"4569",17159,2015,"G",0
"4570",17159,2015,"G25S",2338.81581395349
"4571",17159,2015,"G50S",4674.72093023256
"4572",17159,2015,"G75S",7010.62604651163
"4573",17159,2017,"G",0
"4574",17159,2017,"G25S",2429.49813953488
"4575",17159,2017,"G50S",4848.1911627907
"4576",17159,2017,"G75S",7255.68604651163
"4577",17159,2019,"G",0
"4578",17159,2019,"G25S",2486.68139534884
"4579",17159,2019,"G50S",4974.69720930233
"4580",17159,2019,"G75S",7460.74372093023
"4581",17159,2021,"G",0
"4582",17159,2021,"G25S",1896.29674418605
"4583",17159,2021,"G50S",3792.59348837209
"4584",17159,2021,"G75S",5691.54186046511
"4585",17159,2023,"G",0
"4586",17159,2023,"G25S",3126.33302325581
"4587",17159,2023,"G50S",6226.85581395349
"4588",17159,2023,"G75S",9270.92790697674
"4589",17159,2025,"G",0
"4590",17159,2025,"G25S",2851.59488372093
"4591",17159,2025,"G50S",5679.54976744186
"4592",17159,2025,"G75S",8468.74744186047
"4593",17159,2027,"G",0
"4594",17159,2027,"G25S",2414.27953488372
"4595",17159,2027,"G50S",4829.28465116279
"4596",17159,2027,"G75S",7243.27488372093
"4597",17159,2029,"G",0
"4598",17159,2029,"G25S",2887.98558139535
"4599",17159,2029,"G50S",5770.29860465116
"4600",17159,2029,"G75S",8641.05069767442
"4601",17159,2031,"G",0
"4602",17159,2031,"G25S",2906.21023255814
"4603",17159,2031,"G50S",5797.47581395349
"4604",17159,2031,"G75S",8668.05720930233
"4605",17159,2033,"G",0
"4606",17159,2033,"G25S",3051.07441860465
"4607",17159,2033,"G50S",6071.34837209302
"4608",17159,2033,"G75S",9037.45395348837
"4609",17159,2035,"G",0
"4610",17159,2035,"G25S",2631.48279069767
"4611",17159,2035,"G50S",5258.30790697674
"4612",17159,2035,"G75S",7879.78651162791
"4613",17159,2037,"G",0
"4614",17159,2037,"G25S",3108.75162790698
"4615",17159,2037,"G50S",6213.82372093023
"4616",17159,2037,"G75S",9312.63813953488
"4617",17159,2039,"G",0
"4618",17159,2039,"G25S",3106.78511627907
"4619",17159,2039,"G50S",6075.11953488372
"4620",17159,2039,"G75S",8869.20837209302
"4621",17161,2011,"G",0
"4622",17161,2011,"G25S",3303.35953488372
"4623",17161,2011,"G50S",6608.01069767442
"4624",17161,2011,"G75S",9911.37023255814
"4625",17161,2013,"G",0
"4626",17161,2013,"G25S",2865.07837209302
"4627",17161,2013,"G50S",5728.86511627907
"4628",17161,2013,"G75S",8598.8523255814
"4629",17161,2015,"G",0
"4630",17161,2015,"G25S",2934.80790697674
"4631",17161,2015,"G50S",5870.31302325581
"4632",17161,2015,"G75S",8808.51837209302
"4633",17161,2017,"G",0
"4634",17161,2017,"G25S",2405.60930232558
"4635",17161,2017,"G50S",4814.27930232558
"4636",17161,2017,"G75S",7222.47186046512
"4637",17161,2019,"G",0
"4638",17161,2019,"G25S",2822.70255813953
"4639",17161,2019,"G50S",5646.47697674419
"4640",17161,2019,"G75S",8472.39511627907
"4641",17161,2021,"G",0
"4642",17161,2021,"G25S",2338.75860465116
"4643",17161,2021,"G50S",4676.44534883721
"4644",17161,2021,"G75S",7013.43488372093
"4645",17161,2023,"G",0
"4646",17161,2023,"G25S",3380.3788372093
"4647",17161,2023,"G50S",6702.27302325581
"4648",17161,2023,"G75S",9933.74255813954
"4649",17161,2025,"G",0
"4650",17161,2025,"G25S",3746.1511627907
"4651",17161,2025,"G50S",7490.8288372093
"4652",17161,2025,"G75S",11231.9651162791
"4653",17161,2027,"G",0
"4654",17161,2027,"G25S",3392.90953488372
"4655",17161,2027,"G50S",6788.4023255814
"4656",17161,2027,"G75S",10186.2586046512
"4657",17161,2029,"G",0
"4658",17161,2029,"G25S",3304.6511627907
"4659",17161,2029,"G50S",6610.11651162791
"4660",17161,2029,"G75S",9914.51
"4661",17161,2031,"G",0
"4662",17161,2031,"G25S",3394.01930232558
"4663",17161,2031,"G50S",6788.03860465116
"4664",17161,2031,"G75S",10181.5804651163
"4665",17161,2033,"G",0
"4666",17161,2033,"G25S",4282.31558139535
"4667",17161,2033,"G50S",8565.92279069767
"4668",17161,2033,"G75S",12850.821627907
"4669",17161,2035,"G",0
"4670",17161,2035,"G25S",2846.36
"4671",17161,2035,"G50S",5697.88651162791
"4672",17161,2035,"G75S",8554.57953488372
"4673",17161,2037,"G",0
"4674",17161,2037,"G25S",4061.4611627907
"4675",17161,2037,"G50S",8124.21395348837
"4676",17161,2037,"G75S",12189.0725581395
"4677",17161,2039,"G",0
"4678",17161,2039,"G25S",4755.24465116279
"4679",17161,2039,"G50S",9497.42581395349
"4680",17161,2039,"G75S",14220.366744186
"4681",17163,2011,"G",0
"4682",17163,2011,"G25S",1788.37209302326
"4683",17163,2011,"G50S",3574.41860465116
"4684",17163,2011,"G75S",5362.79069767442
"4685",17163,2013,"G",0
"4686",17163,2013,"G25S",2234.88372093023
"4687",17163,2013,"G50S",4467.44186046512
"4688",17163,2013,"G75S",6704.6511627907
"4689",17163,2015,"G",0
"4690",17163,2015,"G25S",2083.72093023256
"4691",17163,2015,"G50S",4169.76744186047
"4692",17163,2015,"G75S",6255.81395348837
"4693",17163,2017,"G",0
"4694",17163,2017,"G25S",2011.62790697674
"4695",17163,2017,"G50S",4027.90697674419
"4696",17163,2017,"G75S",6041.86046511628
"4697",17163,2019,"G",0
"4698",17163,2019,"G25S",2074.41860465116
"4699",17163,2019,"G50S",4151.16279069767
"4700",17163,2019,"G75S",6225.58139534884
"4701",17163,2021,"G",0
"4702",17163,2021,"G25S",2113.95348837209
"4703",17163,2021,"G50S",4227.90697674419
"4704",17163,2021,"G75S",6341.86046511628
"4705",17163,2023,"G",0
"4706",17163,2023,"G25S",2720.93023255814
"4707",17163,2023,"G50S",5441.86046511628
"4708",17163,2023,"G75S",8162.79069767442
"4709",17163,2025,"G",0
"4710",17163,2025,"G25S",2595.3488372093
"4711",17163,2025,"G50S",5195.3488372093
"4712",17163,2025,"G75S",7802.32558139535
"4713",17163,2027,"G",0
"4714",17163,2027,"G25S",2467.44186046512
"4715",17163,2027,"G50S",4932.55813953488
"4716",17163,2027,"G75S",7402.32558139535
"4717",17163,2029,"G",0
"4718",17163,2029,"G25S",2593.02325581395
"4719",17163,2029,"G50S",5188.37209302326
"4720",17163,2029,"G75S",7781.39534883721
"4721",17163,2031,"G",0
"4722",17163,2031,"G25S",2704.6511627907
"4723",17163,2031,"G50S",5409.3023255814
"4724",17163,2031,"G75S",8111.62790697675
"4725",17163,2033,"G",0
"4726",17163,2033,"G25S",3102.32558139535
"4727",17163,2033,"G50S",6197.67441860465
"4728",17163,2033,"G75S",9286.04651162791
"4729",17163,2035,"G",0
"4730",17163,2035,"G25S",2951.16279069767
"4731",17163,2035,"G50S",5904.6511627907
"4732",17163,2035,"G75S",8860.46511627907
"4733",17163,2037,"G",0
"4734",17163,2037,"G25S",3032.55813953488
"4735",17163,2037,"G50S",6074.41860465116
"4736",17163,2037,"G75S",9132.55813953488
"4737",17163,2039,"G",0
"4738",17163,2039,"G25S",2979.06976744186
"4739",17163,2039,"G50S",5946.51162790698
"4740",17163,2039,"G75S",8902.32558139535
"4741",17165,2011,"G",0
"4742",17165,2011,"G25S",2044.18604651163
"4743",17165,2011,"G50S",4088.37209302326
"4744",17165,2011,"G75S",6134.13790697674
"4745",17165,2013,"G",0
"4746",17165,2013,"G25S",2731.75372093023
"4747",17165,2013,"G50S",5463.62465116279
"4748",17165,2013,"G75S",8193.74
"4749",17165,2015,"G",0
"4750",17165,2015,"G25S",2281.39534883721
"4751",17165,2015,"G50S",4562.84930232558
"4752",17165,2015,"G75S",6844.18604651163
"4753",17165,2017,"G",0
"4754",17165,2017,"G25S",2045.76581395349
"4755",17165,2017,"G50S",4089.95186046512
"4756",17165,2017,"G75S",6135.71767441861
"4757",17165,2019,"G",0
"4758",17165,2019,"G25S",2251.10418604651
"4759",17165,2019,"G50S",4500
"4760",17165,2019,"G75S",6751.10418604651
"4761",17165,2021,"G",0
"4762",17165,2021,"G25S",1922.68581395349
"4763",17165,2021,"G50S",3846.00023255814
"4764",17165,2021,"G75S",5768.68604651163
"4765",17165,2023,"G",0
"4766",17165,2023,"G25S",2820.87162790698
"4767",17165,2023,"G50S",5641.80186046512
"4768",17165,2023,"G75S",8462.67348837209
"4769",17165,2025,"G",0
"4770",17165,2025,"G25S",2780.59093023256
"4771",17165,2025,"G50S",5559.66069767442
"4772",17165,2025,"G75S",8339.56441860465
"4773",17165,2027,"G",0
"4774",17165,2027,"G25S",2847.28697674419
"4775",17165,2027,"G50S",5695.2611627907
"4776",17165,2027,"G75S",8543.92255813954
"4777",17165,2029,"G",0
"4778",17165,2029,"G25S",3006.1723255814
"4779",17165,2029,"G50S",6010.76488372093
"4780",17165,2029,"G75S",9017.68302325581
"4781",17165,2031,"G",0
"4782",17165,2031,"G25S",3257.33511627907
"4783",17165,2031,"G50S",6515.2988372093
"4784",17165,2031,"G75S",9772.63395348837
"4785",17165,2033,"G",0
"4786",17165,2033,"G25S",3473.55558139535
"4787",17165,2033,"G50S",6949.37813953488
"4788",17165,2033,"G75S",10423.6209302326
"4789",17165,2035,"G",0
"4790",17165,2035,"G25S",3134.85465116279
"4791",17165,2035,"G50S",6271.28906976744
"4792",17165,2035,"G75S",9406.88953488372
"4793",17165,2037,"G",0
"4794",17165,2037,"G25S",3416.22093023256
"4795",17165,2037,"G50S",6833.12906976744
"4796",17165,2037,"G75S",10250.0372093023
"4797",17165,2039,"G",0
"4798",17165,2039,"G25S",3220.81302325581
"4799",17165,2039,"G50S",6437.09209302326
"4800",17165,2039,"G75S",9645.61906976744
"4801",17167,2011,"G",0
"4802",17167,2011,"G25S",2723.25581395349
"4803",17167,2011,"G50S",5445.28465116279
"4804",17167,2011,"G75S",8167.99813953488
"4805",17167,2013,"G",0
"4806",17167,2013,"G25S",2953.61674418605
"4807",17167,2013,"G50S",5907.10511627907
"4808",17167,2013,"G75S",8861.26418604651
"4809",17167,2015,"G",0
"4810",17167,2015,"G25S",3215.72279069767
"4811",17167,2015,"G50S",6430.23255813953
"4812",17167,2015,"G75S",9645.41302325581
"4813",17167,2017,"G",0
"4814",17167,2017,"G25S",2883.17860465116
"4815",17167,2017,"G50S",5767.02790697674
"4816",17167,2017,"G75S",8650.20651162791
"4817",17167,2019,"G",0
"4818",17167,2019,"G25S",2717.79069767442
"4819",17167,2019,"G50S",5436.1376744186
"4820",17167,2019,"G75S",8155.56930232558
"4821",17167,2021,"G",0
"4822",17167,2021,"G25S",2837.63627906977
"4823",17167,2021,"G50S",5677.58418604651
"4824",17167,2021,"G75S",8517.38976744186
"4825",17167,2023,"G",0
"4826",17167,2023,"G25S",3441.86046511628
"4827",17167,2023,"G50S",6883.17860465116
"4828",17167,2023,"G75S",10325.0390697674
"4829",17167,2025,"G",0
"4830",17167,2025,"G25S",3296.17581395349
"4831",17167,2025,"G50S",6595.21953488372
"4832",17167,2025,"G75S",9893.03627906977
"4833",17167,2027,"G",0
"4834",17167,2027,"G25S",3035.71069767442
"4835",17167,2027,"G50S",6070.86511627907
"4836",17167,2027,"G75S",9106.57581395349
"4837",17167,2029,"G",0
"4838",17167,2029,"G25S",2882.76465116279
"4839",17167,2029,"G50S",5765.52930232558
"4840",17167,2029,"G75S",8648.85023255814
"4841",17167,2031,"G",0
"4842",17167,2031,"G25S",3287.97209302326
"4843",17167,2031,"G50S",6577.72744186046
"4844",17167,2031,"G75S",9866.24186046512
"4845",17167,2033,"G",0
"4846",17167,2033,"G25S",4322.99813953488
"4847",17167,2033,"G50S",8645.31162790698
"4848",17167,2033,"G75S",12966.3841860465
"4849",17167,2035,"G",0
"4850",17167,2035,"G25S",3357.31162790698
"4851",17167,2035,"G50S",6714.49488372093
"4852",17167,2035,"G75S",10073.4474418605
"4853",17167,2037,"G",0
"4854",17167,2037,"G25S",3833.54139534884
"4855",17167,2037,"G50S",7666.94046511628
"4856",17167,2037,"G75S",11502.1088372093
"4857",17167,2039,"G",0
"4858",17167,2039,"G25S",4402.46790697674
"4859",17167,2039,"G50S",8804.37953488372
"4860",17167,2039,"G75S",13203.2809302326
"4861",17169,2011,"G",0
"4862",17169,2011,"G25S",2962.45720930233
"4863",17169,2011,"G50S",5924.80558139535
"4864",17169,2011,"G75S",8887.40209302325
"4865",17169,2013,"G",0
"4866",17169,2013,"G25S",2761.29488372093
"4867",17169,2013,"G50S",5520.54279069767
"4868",17169,2013,"G75S",8281.8376744186
"4869",17169,2015,"G",0
"4870",17169,2015,"G25S",3328.87604651163
"4871",17169,2015,"G50S",6656.53488372093
"4872",17169,2015,"G75S",9985.27162790698
"4873",17169,2017,"G",0
"4874",17169,2017,"G25S",2550.90860465116
"4875",17169,2017,"G50S",5103.17372093023
"4876",17169,2017,"G75S",7655.57813953488
"4877",17169,2019,"G",0
"4878",17169,2019,"G25S",2600.99348837209
"4879",17169,2019,"G50S",5202.37441860465
"4880",17169,2019,"G75S",7807.18930232558
"4881",17169,2021,"G",0
"4882",17169,2021,"G25S",2477.29534883721
"4883",17169,2021,"G50S",4955.11744186047
"4884",17169,2021,"G75S",7435.26511627907
"4885",17169,2023,"G",0
"4886",17169,2023,"G25S",3510.6588372093
"4887",17169,2023,"G50S",7019.13139534884
"4888",17169,2023,"G75S",10527.6039534884
"4889",17169,2025,"G",0
"4890",17169,2025,"G25S",3646.23302325581
"4891",17169,2025,"G50S",7291.49697674419
"4892",17169,2025,"G75S",10935.6830232558
"4893",17169,2027,"G",0
"4894",17169,2027,"G25S",3102.48930232558
"4895",17169,2027,"G50S",6206.33511627907
"4896",17169,2027,"G75S",9310.32023255814
"4897",17169,2029,"G",0
"4898",17169,2029,"G25S",3210.6588372093
"4899",17169,2029,"G50S",6419.9611627907
"4900",17169,2029,"G75S",9630.65046511628
"4901",17169,2031,"G",0
"4902",17169,2031,"G25S",3458.96930232558
"4903",17169,2031,"G50S",6917.69046511628
"4904",17169,2031,"G75S",10377.7376744186
"4905",17169,2033,"G",0
"4906",17169,2033,"G25S",4278.12511627907
"4907",17169,2033,"G50S",8557.60674418605
"4908",17169,2033,"G75S",12837.088372093
"4909",17169,2035,"G",0
"4910",17169,2035,"G25S",2762.50697674419
"4911",17169,2035,"G50S",5526.2311627907
"4912",17169,2035,"G75S",8291.31186046512
"4913",17169,2037,"G",0
"4914",17169,2037,"G25S",3816.02488372093
"4915",17169,2037,"G50S",7634.62348837209
"4916",17169,2037,"G75S",11452.0048837209
"4917",17169,2039,"G",0
"4918",17169,2039,"G25S",4683.58162790698
"4919",17169,2039,"G50S",9363.86860465116
"4920",17169,2039,"G75S",14032.9455813954
"4921",17171,2011,"G",0
"4922",17171,2011,"G25S",2937.20139534884
"4923",17171,2011,"G50S",5874.62837209302
"4924",17171,2011,"G75S",8812.59860465116
"4925",17171,2013,"G",0
"4926",17171,2013,"G25S",2563.68186046512
"4927",17171,2013,"G50S",5126.59488372093
"4928",17171,2013,"G75S",7688.8423255814
"4929",17171,2015,"G",0
"4930",17171,2015,"G25S",3287.48093023256
"4931",17171,2015,"G50S",6572.86186046512
