"","fips","simyear","stover_removal","N2O_gN_m2"
"23133",19011,2034,"G",0.5
"23134",19011,2034,"G25S",0.5
"23135",19011,2034,"G50S",0.5
"23136",19011,2034,"G75S",0.5
"23137",19011,2035,"G",0.5471
"23138",19011,2035,"G25S",0.5
"23139",19011,2035,"G50S",0.5
"23140",19011,2035,"G75S",0.5
"23141",19011,2036,"G",0.5471
"23142",19011,2036,"G25S",0.4471
"23143",19011,2036,"G50S",0.4471
"23144",19011,2036,"G75S",0.4471
"23145",19011,2037,"G",0.6
"23146",19011,2037,"G25S",0.5471
"23147",19011,2037,"G50S",0.5
"23148",19011,2037,"G75S",0.5
"23149",19011,2038,"G",0.4
"23150",19011,2038,"G25S",0.3471
"23151",19011,2038,"G50S",0.3471
"23152",19011,2038,"G75S",0.3471
"23153",19011,2039,"G",0.6
"23154",19011,2039,"G25S",0.5
"23155",19011,2039,"G50S",0.5
"23156",19011,2039,"G75S",0.5
"23157",19011,2040,"G",0.4
"23158",19011,2040,"G25S",0.4
"23159",19011,2040,"G50S",0.4
"23160",19011,2040,"G75S",0.3471
"23161",19013,2011,"G",0.48816
"23162",19013,2011,"G25S",0.48816
"23163",19013,2011,"G50S",0.49995
"23164",19013,2011,"G75S",0.39996
"23165",19013,2012,"G",0.29997
"23166",19013,2012,"G25S",0.29997
"23167",19013,2012,"G50S",0.29997
"23168",19013,2012,"G75S",0.29997
"23169",19013,2013,"G",0.39996
"23170",19013,2013,"G25S",0.39996
"23171",19013,2013,"G50S",0.39996
"23172",19013,2013,"G75S",0.39996
"23173",19013,2014,"G",0.21177
"23174",19013,2014,"G25S",0.21177
"23175",19013,2014,"G50S",0.21177
"23176",19013,2014,"G75S",0.21177
"23177",19013,2015,"G",0.48816
"23178",19013,2015,"G25S",0.48816
"23179",19013,2015,"G50S",0.49995
"23180",19013,2015,"G75S",0.49995
"23181",19013,2016,"G",0.38286
"23182",19013,2016,"G25S",0.38286
"23183",19013,2016,"G50S",0.38286
"23184",19013,2016,"G75S",0.38286
"23185",19013,2017,"G",0.49995
"23186",19013,2017,"G25S",0.49995
"23187",19013,2017,"G50S",0.49995
"23188",19013,2017,"G75S",0.49995
"23189",19013,2018,"G",0.28287
"23190",19013,2018,"G25S",0.28287
"23191",19013,2018,"G50S",0.28287
"23192",19013,2018,"G75S",0.21177
"23193",19013,2019,"G",0.39996
"23194",19013,2019,"G25S",0.39996
"23195",19013,2019,"G50S",0.39996
"23196",19013,2019,"G75S",0.39996
"23197",19013,2020,"G",0.29997
"23198",19013,2020,"G25S",0.29997
"23199",19013,2020,"G50S",0.28287
"23200",19013,2020,"G75S",0.21177
"23201",19013,2021,"G",0.78282
"23202",19013,2021,"G25S",0.78282
"23203",19013,2021,"G50S",0.78282
"23204",19013,2021,"G75S",0.71172
"23205",19013,2022,"G",0.31176
"23206",19013,2022,"G25S",0.29997
"23207",19013,2022,"G50S",0.28287
"23208",19013,2022,"G75S",0.28287
"23209",19013,2023,"G",0.39996
"23210",19013,2023,"G25S",0.39996
"23211",19013,2023,"G50S",0.39996
"23212",19013,2023,"G75S",0.39996
"23213",19013,2024,"G",0.28287
"23214",19013,2024,"G25S",0.28287
"23215",19013,2024,"G50S",0.28287
"23216",19013,2024,"G75S",0.28287
"23217",19013,2025,"G",0.59994
"23218",19013,2025,"G25S",0.59994
"23219",19013,2025,"G50S",0.59994
"23220",19013,2025,"G75S",0.59994
"23221",19013,2026,"G",0.31176
"23222",19013,2026,"G25S",0.31176
"23223",19013,2026,"G50S",0.31176
"23224",19013,2026,"G75S",0.31176
"23225",19013,2027,"G",0.39996
"23226",19013,2027,"G25S",0.39996
"23227",19013,2027,"G50S",0.39996
"23228",19013,2027,"G75S",0.39996
"23229",19013,2028,"G",0.39996
"23230",19013,2028,"G25S",0.39996
"23231",19013,2028,"G50S",0.39465
"23232",19013,2028,"G75S",0.39465
"23233",19013,2029,"G",0.39996
"23234",19013,2029,"G25S",0.38817
"23235",19013,2029,"G50S",0.31707
"23236",19013,2029,"G75S",0.29997
"23237",19013,2030,"G",0.29997
"23238",19013,2030,"G25S",0.29997
"23239",19013,2030,"G50S",0.29997
"23240",19013,2030,"G75S",0.29997
"23241",19013,2031,"G",0.49995
"23242",19013,2031,"G25S",0.49995
"23243",19013,2031,"G50S",0.48816
"23244",19013,2031,"G75S",0.39996
"23245",19013,2032,"G",0.28287
"23246",19013,2032,"G25S",0.21177
"23247",19013,2032,"G50S",0.21177
"23248",19013,2032,"G75S",0.19998
"23249",19013,2033,"G",0.41706
"23250",19013,2033,"G25S",0.41706
"23251",19013,2033,"G50S",0.39996
"23252",19013,2033,"G75S",0.39996
"23253",19013,2034,"G",0.29997
"23254",19013,2034,"G25S",0.29997
"23255",19013,2034,"G50S",0.29997
"23256",19013,2034,"G75S",0.29997
"23257",19013,2035,"G",0.49995
"23258",19013,2035,"G25S",0.49995
"23259",19013,2035,"G50S",0.41706
"23260",19013,2035,"G75S",0.39996
"23261",19013,2036,"G",0.41175
"23262",19013,2036,"G25S",0.41175
"23263",19013,2036,"G50S",0.41175
"23264",19013,2036,"G75S",0.38286
"23265",19013,2037,"G",0.49995
"23266",19013,2037,"G25S",0.49995
"23267",19013,2037,"G50S",0.41706
"23268",19013,2037,"G75S",0.39996
"23269",19013,2038,"G",0.29997
"23270",19013,2038,"G25S",0.29997
"23271",19013,2038,"G50S",0.28287
"23272",19013,2038,"G75S",0.28287
"23273",19013,2039,"G",0.49995
"23274",19013,2039,"G25S",0.49995
"23275",19013,2039,"G50S",0.49995
"23276",19013,2039,"G75S",0.39996
"23277",19013,2040,"G",0.31176
"23278",19013,2040,"G25S",0.31176
"23279",19013,2040,"G50S",0.31176
"23280",19013,2040,"G75S",0.31176
"23281",19015,2011,"G",0.34663
"23282",19015,2011,"G25S",0.34663
"23283",19015,2011,"G50S",0.30003
"23284",19015,2011,"G75S",0.30003
"23285",19015,2012,"G",0.20002
"23286",19015,2012,"G25S",0.20002
"23287",19015,2012,"G50S",0.20306
"23288",19015,2012,"G75S",0.20306
"23289",19015,2013,"G",0.30003
"23290",19015,2013,"G25S",0.30003
"23291",19015,2013,"G50S",0.30003
"23292",19015,2013,"G75S",0.30003
"23293",19015,2014,"G",0.20002
"23294",19015,2014,"G25S",0.20002
"23295",19015,2014,"G50S",0.20002
"23296",19015,2014,"G75S",0.20002
"23297",19015,2015,"G",0.40004
"23298",19015,2015,"G25S",0.40004
"23299",19015,2015,"G50S",0.40004
"23300",19015,2015,"G75S",0.40004
"23301",19015,2016,"G",0.25343
"23302",19015,2016,"G25S",0.25343
"23303",19015,2016,"G50S",0.25343
"23304",19015,2016,"G75S",0.25343
"23305",19015,2017,"G",0.40308
"23306",19015,2017,"G25S",0.40308
"23307",19015,2017,"G50S",0.40004
"23308",19015,2017,"G75S",0.40004
"23309",19015,2018,"G",0.25343
"23310",19015,2018,"G25S",0.25343
"23311",19015,2018,"G50S",0.25343
"23312",19015,2018,"G75S",0.25343
"23313",19015,2019,"G",0.34663
"23314",19015,2019,"G25S",0.34663
"23315",19015,2019,"G50S",0.30003
"23316",19015,2019,"G75S",0.30003
"23317",19015,2020,"G",0.20002
"23318",19015,2020,"G25S",0.20002
"23319",19015,2020,"G50S",0.20002
"23320",19015,2020,"G75S",0.20002
"23321",19015,2021,"G",0.6031
"23322",19015,2021,"G25S",0.5565
"23323",19015,2021,"G50S",0.5565
"23324",19015,2021,"G75S",0.55346
"23325",19015,2022,"G",0.20002
"23326",19015,2022,"G25S",0.20002
"23327",19015,2022,"G50S",0.20002
"23328",19015,2022,"G75S",0.20002
"23329",19015,2023,"G",0.3504
"23330",19015,2023,"G25S",0.30003
"23331",19015,2023,"G50S",0.30003
"23332",19015,2023,"G75S",0.30003
"23333",19015,2024,"G",0.20306
"23334",19015,2024,"G25S",0.20306
"23335",19015,2024,"G50S",0.20306
"23336",19015,2024,"G75S",0.20306
"23337",19015,2025,"G",0.49701
"23338",19015,2025,"G25S",0.50005
"23339",19015,2025,"G50S",0.45345
"23340",19015,2025,"G75S",0.40004
"23341",19015,2026,"G",0.25343
"23342",19015,2026,"G25S",0.25343
"23343",19015,2026,"G50S",0.25343
"23344",19015,2026,"G75S",0.25343
"23345",19015,2027,"G",0.40004
"23346",19015,2027,"G25S",0.40004
"23347",19015,2027,"G50S",0.40004
"23348",19015,2027,"G75S",0.40004
"23349",19015,2028,"G",0.30003
"23350",19015,2028,"G25S",0.30003
"23351",19015,2028,"G50S",0.30307
"23352",19015,2028,"G75S",0.30307
"23353",19015,2029,"G",0.30003
"23354",19015,2029,"G25S",0.30003
"23355",19015,2029,"G50S",0.30003
"23356",19015,2029,"G75S",0.30003
"23357",19015,2030,"G",0.24662
"23358",19015,2030,"G25S",0.20002
"23359",19015,2030,"G50S",0.20002
"23360",19015,2030,"G75S",0.20002
"23361",19015,2031,"G",0.40004
"23362",19015,2031,"G25S",0.397
"23363",19015,2031,"G50S",0.397
"23364",19015,2031,"G75S",0.30003
"23365",19015,2032,"G",0.20002
"23366",19015,2032,"G25S",0.20002
"23367",19015,2032,"G50S",0.20002
"23368",19015,2032,"G75S",0.10305
"23369",19015,2033,"G",0.40004
"23370",19015,2033,"G25S",0.397
"23371",19015,2033,"G50S",0.34663
"23372",19015,2033,"G75S",0.30003
"23373",19015,2034,"G",0.20002
"23374",19015,2034,"G25S",0.20002
"23375",19015,2034,"G50S",0.20002
"23376",19015,2034,"G75S",0.20002
"23377",19015,2035,"G",0.34663
"23378",19015,2035,"G25S",0.34663
"23379",19015,2035,"G50S",0.30003
"23380",19015,2035,"G75S",0.30003
"23381",19015,2036,"G",0.25343
"23382",19015,2036,"G25S",0.25343
"23383",19015,2036,"G50S",0.25343
"23384",19015,2036,"G75S",0.20306
"23385",19015,2037,"G",0.40004
"23386",19015,2037,"G25S",0.40004
"23387",19015,2037,"G50S",0.40004
"23388",19015,2037,"G75S",0.30003
"23389",19015,2038,"G",0.30003
"23390",19015,2038,"G25S",0.25343
"23391",19015,2038,"G50S",0.25343
"23392",19015,2038,"G75S",0.20306
"23393",19015,2039,"G",0.34663
"23394",19015,2039,"G25S",0.30003
"23395",19015,2039,"G50S",0.30003
"23396",19015,2039,"G75S",0.30003
"23397",19015,2040,"G",0.25343
"23398",19015,2040,"G25S",0.25343
"23399",19015,2040,"G50S",0.30307
"23400",19015,2040,"G75S",0.25343
"23401",19017,2011,"G",0.4
"23402",19017,2011,"G25S",0.4
"23403",19017,2011,"G50S",0.4
"23404",19017,2011,"G75S",0.4
"23405",19017,2012,"G",0.2
"23406",19017,2012,"G25S",0.2
"23407",19017,2012,"G50S",0.2
"23408",19017,2012,"G75S",0.2
"23409",19017,2013,"G",0.3
"23410",19017,2013,"G25S",0.3
"23411",19017,2013,"G50S",0.3
"23412",19017,2013,"G75S",0.3
"23413",19017,2014,"G",0.2
"23414",19017,2014,"G25S",0.2
"23415",19017,2014,"G50S",0.2
"23416",19017,2014,"G75S",0.2
"23417",19017,2015,"G",0.4
"23418",19017,2015,"G25S",0.4
"23419",19017,2015,"G50S",0.4
"23420",19017,2015,"G75S",0.4
"23421",19017,2016,"G",0.24108
"23422",19017,2016,"G25S",0.24108
"23423",19017,2016,"G50S",0.29937
"23424",19017,2016,"G75S",0.29937
"23425",19017,2017,"G",0.5
"23426",19017,2017,"G25S",0.44108
"23427",19017,2017,"G50S",0.44108
"23428",19017,2017,"G75S",0.4
"23429",19017,2018,"G",0.2
"23430",19017,2018,"G25S",0.2
"23431",19017,2018,"G50S",0.2
"23432",19017,2018,"G75S",0.2
"23433",19017,2019,"G",0.3
"23434",19017,2019,"G25S",0.3
"23435",19017,2019,"G50S",0.3
"23436",19017,2019,"G75S",0.3
"23437",19017,2020,"G",0.29937
"23438",19017,2020,"G25S",0.2
"23439",19017,2020,"G50S",0.2
"23440",19017,2020,"G75S",0.2
"23441",19017,2021,"G",0.69937
"23442",19017,2021,"G25S",0.69937
"23443",19017,2021,"G50S",0.69937
"23444",19017,2021,"G75S",0.64108
"23445",19017,2022,"G",0.24108
"23446",19017,2022,"G25S",0.24108
"23447",19017,2022,"G50S",0.24108
"23448",19017,2022,"G75S",0.24108
"23449",19017,2023,"G",0.4
"23450",19017,2023,"G25S",0.4
"23451",19017,2023,"G50S",0.4
"23452",19017,2023,"G75S",0.4
"23453",19017,2024,"G",0.2
"23454",19017,2024,"G25S",0.2
"23455",19017,2024,"G50S",0.2
"23456",19017,2024,"G75S",0.19937
"23457",19017,2025,"G",0.54108
"23458",19017,2025,"G25S",0.5
"23459",19017,2025,"G50S",0.5
"23460",19017,2025,"G75S",0.5
"23461",19017,2026,"G",0.29937
"23462",19017,2026,"G25S",0.29937
"23463",19017,2026,"G50S",0.29937
"23464",19017,2026,"G75S",0.24108
"23465",19017,2027,"G",0.4
"23466",19017,2027,"G25S",0.4
"23467",19017,2027,"G50S",0.4
"23468",19017,2027,"G75S",0.4
"23469",19017,2028,"G",0.3
"23470",19017,2028,"G25S",0.29937
"23471",19017,2028,"G50S",0.34045
"23472",19017,2028,"G75S",0.29937
"23473",19017,2029,"G",0.4
"23474",19017,2029,"G25S",0.4
"23475",19017,2029,"G50S",0.35892
"23476",19017,2029,"G75S",0.35892
"23477",19017,2030,"G",0.2
"23478",19017,2030,"G25S",0.2
"23479",19017,2030,"G50S",0.2
"23480",19017,2030,"G75S",0.2
"23481",19017,2031,"G",0.4
"23482",19017,2031,"G25S",0.4
"23483",19017,2031,"G50S",0.4
"23484",19017,2031,"G75S",0.4
"23485",19017,2032,"G",0.2
"23486",19017,2032,"G25S",0.2
"23487",19017,2032,"G50S",0.2
"23488",19017,2032,"G75S",0.2
"23489",19017,2033,"G",0.4
"23490",19017,2033,"G25S",0.4
"23491",19017,2033,"G50S",0.4
"23492",19017,2033,"G75S",0.35892
"23493",19017,2034,"G",0.3
"23494",19017,2034,"G25S",0.24108
"23495",19017,2034,"G50S",0.24108
"23496",19017,2034,"G75S",0.2
"23497",19017,2035,"G",0.4
"23498",19017,2035,"G25S",0.4
"23499",19017,2035,"G50S",0.4
"23500",19017,2035,"G75S",0.4
"23501",19017,2036,"G",0.34108
"23502",19017,2036,"G25S",0.34108
"23503",19017,2036,"G50S",0.34108
"23504",19017,2036,"G75S",0.3
"23505",19017,2037,"G",0.4
"23506",19017,2037,"G25S",0.4
"23507",19017,2037,"G50S",0.4
"23508",19017,2037,"G75S",0.4
"23509",19017,2038,"G",0.29937
"23510",19017,2038,"G25S",0.29937
"23511",19017,2038,"G50S",0.24108
"23512",19017,2038,"G75S",0.24108
"23513",19017,2039,"G",0.4
"23514",19017,2039,"G25S",0.4
"23515",19017,2039,"G50S",0.4
"23516",19017,2039,"G75S",0.4
"23517",19017,2040,"G",0.3
"23518",19017,2040,"G25S",0.34108
"23519",19017,2040,"G50S",0.34108
"23520",19017,2040,"G75S",0.34045
"23521",19019,2011,"G",0.4
"23522",19019,2011,"G25S",0.4
"23523",19019,2011,"G50S",0.4
"23524",19019,2011,"G75S",0.4
"23525",19019,2012,"G",0.2
"23526",19019,2012,"G25S",0.24995
"23527",19019,2012,"G50S",0.24995
"23528",19019,2012,"G75S",0.24995
"23529",19019,2013,"G",0.4
"23530",19019,2013,"G25S",0.4
"23531",19019,2013,"G50S",0.4
"23532",19019,2013,"G75S",0.4
"23533",19019,2014,"G",0.2
"23534",19019,2014,"G25S",0.2
"23535",19019,2014,"G50S",0.2
"23536",19019,2014,"G75S",0.2
"23537",19019,2015,"G",0.40645
"23538",19019,2015,"G25S",0.45005
"23539",19019,2015,"G50S",0.45005
"23540",19019,2015,"G75S",0.5
"23541",19019,2016,"G",0.29355
"23542",19019,2016,"G25S",0.29355
"23543",19019,2016,"G50S",0.29355
"23544",19019,2016,"G75S",0.29355
"23545",19019,2017,"G",0.4
"23546",19019,2017,"G25S",0.4
"23547",19019,2017,"G50S",0.4
"23548",19019,2017,"G75S",0.4
"23549",19019,2018,"G",0.2
"23550",19019,2018,"G25S",0.2
"23551",19019,2018,"G50S",0.2
"23552",19019,2018,"G75S",0.2
"23553",19019,2019,"G",0.35005
"23554",19019,2019,"G25S",0.30645
"23555",19019,2019,"G50S",0.30645
"23556",19019,2019,"G75S",0.3
"23557",19019,2020,"G",0.24995
"23558",19019,2020,"G25S",0.2
"23559",19019,2020,"G50S",0.2
"23560",19019,2020,"G75S",0.2
"23561",19019,2021,"G",0.64995
"23562",19019,2021,"G25S",0.64995
"23563",19019,2021,"G50S",0.64995
"23564",19019,2021,"G75S",0.6435
"23565",19019,2022,"G",0.24995
"23566",19019,2022,"G25S",0.24995
"23567",19019,2022,"G50S",0.24995
"23568",19019,2022,"G75S",0.24995
"23569",19019,2023,"G",0.4
"23570",19019,2023,"G25S",0.4
"23571",19019,2023,"G50S",0.4
"23572",19019,2023,"G75S",0.39355
"23573",19019,2024,"G",0.2
"23574",19019,2024,"G25S",0.2
"23575",19019,2024,"G50S",0.24995
"23576",19019,2024,"G75S",0.24995
"23577",19019,2025,"G",0.6
"23578",19019,2025,"G25S",0.6
"23579",19019,2025,"G50S",0.6
"23580",19019,2025,"G75S",0.6
"23581",19019,2026,"G",0.3
"23582",19019,2026,"G25S",0.3
"23583",19019,2026,"G50S",0.29355
"23584",19019,2026,"G75S",0.29355
"23585",19019,2027,"G",0.4
"23586",19019,2027,"G25S",0.4
"23587",19019,2027,"G50S",0.35005
"23588",19019,2027,"G75S",0.3436
"23589",19019,2028,"G",0.39355
"23590",19019,2028,"G25S",0.39355
"23591",19019,2028,"G50S",0.34995
"23592",19019,2028,"G75S",0.34995
"23593",19019,2029,"G",0.3
"23594",19019,2029,"G25S",0.3
"23595",19019,2029,"G50S",0.3
"23596",19019,2029,"G75S",0.3
"23597",19019,2030,"G",0.3
"23598",19019,2030,"G25S",0.3
"23599",19019,2030,"G50S",0.3
"23600",19019,2030,"G75S",0.29355
"23601",19019,2031,"G",0.45005
"23602",19019,2031,"G25S",0.40645
"23603",19019,2031,"G50S",0.4
"23604",19019,2031,"G75S",0.4
"23605",19019,2032,"G",0.2
"23606",19019,2032,"G25S",0.2
"23607",19019,2032,"G50S",0.2
"23608",19019,2032,"G75S",0.2
"23609",19019,2033,"G",0.4
"23610",19019,2033,"G25S",0.4
"23611",19019,2033,"G50S",0.4
"23612",19019,2033,"G75S",0.4
"23613",19019,2034,"G",0.3
"23614",19019,2034,"G25S",0.3
"23615",19019,2034,"G50S",0.3
"23616",19019,2034,"G75S",0.3
"23617",19019,2035,"G",0.40645
"23618",19019,2035,"G25S",0.4
"23619",19019,2035,"G50S",0.4
"23620",19019,2035,"G75S",0.4
"23621",19019,2036,"G",0.39355
"23622",19019,2036,"G25S",0.34995
"23623",19019,2036,"G50S",0.34995
"23624",19019,2036,"G75S",0.34995
"23625",19019,2037,"G",0.45005
"23626",19019,2037,"G25S",0.40645
"23627",19019,2037,"G50S",0.4
"23628",19019,2037,"G75S",0.4
"23629",19019,2038,"G",0.29355
"23630",19019,2038,"G25S",0.24995
"23631",19019,2038,"G50S",0.24995
"23632",19019,2038,"G75S",0.24995
"23633",19019,2039,"G",0.5
"23634",19019,2039,"G25S",0.5
"23635",19019,2039,"G50S",0.4
"23636",19019,2039,"G75S",0.4
"23637",19019,2040,"G",0.29355
"23638",19019,2040,"G25S",0.29355
"23639",19019,2040,"G50S",0.29355
"23640",19019,2040,"G75S",0.29355
"23641",19021,2011,"G",0.4
"23642",19021,2011,"G25S",0.4
"23643",19021,2011,"G50S",0.4
"23644",19021,2011,"G75S",0.4
"23645",19021,2012,"G",0.3
"23646",19021,2012,"G25S",0.3
"23647",19021,2012,"G50S",0.3
"23648",19021,2012,"G75S",0.3
"23649",19021,2013,"G",0.54542
"23650",19021,2013,"G25S",0.54542
"23651",19021,2013,"G50S",0.54542
"23652",19021,2013,"G75S",0.54542
"23653",19021,2014,"G",0.26123
"23654",19021,2014,"G25S",0.27729
"23655",19021,2014,"G50S",0.27729
"23656",19021,2014,"G75S",0.27729
"23657",19021,2015,"G",0.4
"23658",19021,2015,"G25S",0.4
"23659",19021,2015,"G50S",0.4
"23660",19021,2015,"G75S",0.4
"23661",19021,2016,"G",0.47729
"23662",19021,2016,"G25S",0.53852
"23663",19021,2016,"G50S",0.53852
"23664",19021,2016,"G75S",0.47729
"23665",19021,2017,"G",0.5
"23666",19021,2017,"G25S",0.5
"23667",19021,2017,"G50S",0.5
"23668",19021,2017,"G75S",0.42271
"23669",19021,2018,"G",0.47729
"23670",19021,2018,"G25S",0.47729
"23671",19021,2018,"G50S",0.46123
"23672",19021,2018,"G75S",0.46123
"23673",19021,2019,"G",0.4
"23674",19021,2019,"G25S",0.4
"23675",19021,2019,"G50S",0.4
"23676",19021,2019,"G75S",0.4
"23677",19021,2020,"G",0.3
"23678",19021,2020,"G25S",0.3
"23679",19021,2020,"G50S",0.3
"23680",19021,2020,"G75S",0.26123
"23681",19021,2021,"G",1.06123
"23682",19021,2021,"G25S",1.03852
"23683",19021,2021,"G50S",1.03852
"23684",19021,2021,"G75S",0.96123
"23685",19021,2022,"G",0.4
"23686",19021,2022,"G25S",0.46123
"23687",19021,2022,"G50S",0.46123
"23688",19021,2022,"G75S",0.46123
"23689",19021,2023,"G",0.5
"23690",19021,2023,"G25S",0.5
"23691",19021,2023,"G50S",0.43877
"23692",19021,2023,"G75S",0.4
"23693",19021,2024,"G",0.46123
"23694",19021,2024,"G25S",0.46123
"23695",19021,2024,"G50S",0.43852
"23696",19021,2024,"G75S",0.43852
"23697",19021,2025,"G",0.63877
"23698",19021,2025,"G25S",0.63877
"23699",19021,2025,"G50S",0.7
"23700",19021,2025,"G75S",0.6
"23701",19021,2026,"G",0.37729
"23702",19021,2026,"G25S",0.37729
"23703",19021,2026,"G50S",0.36123
"23704",19021,2026,"G75S",0.3
"23705",19021,2027,"G",0.5
"23706",19021,2027,"G25S",0.5
"23707",19021,2027,"G50S",0.5
"23708",19021,2027,"G75S",0.4
"23709",19021,2028,"G",0.5
"23710",19021,2028,"G25S",0.56123
"23711",19021,2028,"G50S",0.53852
"23712",19021,2028,"G75S",0.53852
"23713",19021,2029,"G",0.4
"23714",19021,2029,"G25S",0.4
"23715",19021,2029,"G50S",0.33877
"23716",19021,2029,"G75S",0.33877
"23717",19021,2030,"G",0.32271
"23718",19021,2030,"G25S",0.3
"23719",19021,2030,"G50S",0.27729
"23720",19021,2030,"G75S",0.2
"23721",19021,2031,"G",0.5
"23722",19021,2031,"G25S",0.5
"23723",19021,2031,"G50S",0.5
"23724",19021,2031,"G75S",0.4
"23725",19021,2032,"G",0.4
"23726",19021,2032,"G25S",0.36123
"23727",19021,2032,"G50S",0.36123
"23728",19021,2032,"G75S",0.3
"23729",19021,2033,"G",0.5
"23730",19021,2033,"G25S",0.5
"23731",19021,2033,"G50S",0.42271
"23732",19021,2033,"G75S",0.4
"23733",19021,2034,"G",0.3
"23734",19021,2034,"G25S",0.36123
"23735",19021,2034,"G50S",0.36123
"23736",19021,2034,"G75S",0.3
"23737",19021,2035,"G",0.5
"23738",19021,2035,"G25S",0.5
"23739",19021,2035,"G50S",0.48394
"23740",19021,2035,"G75S",0.4
"23741",19021,2036,"G",0.4
"23742",19021,2036,"G25S",0.37729
"23743",19021,2036,"G50S",0.37729
"23744",19021,2036,"G75S",0.36123
"23745",19021,2037,"G",0.56123
"23746",19021,2037,"G25S",0.5
"23747",19021,2037,"G50S",0.5
"23748",19021,2037,"G75S",0.46123
"23749",19021,2038,"G",0.37729
"23750",19021,2038,"G25S",0.36123
"23751",19021,2038,"G50S",0.36123
"23752",19021,2038,"G75S",0.3
"23753",19021,2039,"G",0.5
"23754",19021,2039,"G25S",0.4
"23755",19021,2039,"G50S",0.4
"23756",19021,2039,"G75S",0.4
"23757",19021,2040,"G",0.3
"23758",19021,2040,"G25S",0.36123
"23759",19021,2040,"G50S",0.36123
"23760",19021,2040,"G75S",0.36123
"23761",19023,2011,"G",0.4
"23762",19023,2011,"G25S",0.4
"23763",19023,2011,"G50S",0.4
"23764",19023,2011,"G75S",0.4
"23765",19023,2012,"G",0.2
"23766",19023,2012,"G25S",0.2
"23767",19023,2012,"G50S",0.2
"23768",19023,2012,"G75S",0.2
"23769",19023,2013,"G",0.3
"23770",19023,2013,"G25S",0.3
"23771",19023,2013,"G50S",0.3
"23772",19023,2013,"G75S",0.3
"23773",19023,2014,"G",0.2
"23774",19023,2014,"G25S",0.2
"23775",19023,2014,"G50S",0.2
"23776",19023,2014,"G75S",0.2
"23777",19023,2015,"G",0.42427
"23778",19023,2015,"G25S",0.5
"23779",19023,2015,"G50S",0.5
"23780",19023,2015,"G75S",0.4
"23781",19023,2016,"G",0.3
"23782",19023,2016,"G25S",0.3
"23783",19023,2016,"G50S",0.3
"23784",19023,2016,"G75S",0.3
"23785",19023,2017,"G",0.4
"23786",19023,2017,"G25S",0.4
"23787",19023,2017,"G50S",0.4
"23788",19023,2017,"G75S",0.4
"23789",19023,2018,"G",0.27573
"23790",19023,2018,"G25S",0.27573
"23791",19023,2018,"G50S",0.27573
"23792",19023,2018,"G75S",0.2
"23793",19023,2019,"G",0.32427
"23794",19023,2019,"G25S",0.3
"23795",19023,2019,"G50S",0.3
"23796",19023,2019,"G75S",0.3
"23797",19023,2020,"G",0.3
"23798",19023,2020,"G25S",0.2
"23799",19023,2020,"G50S",0.2
"23800",19023,2020,"G75S",0.2
"23801",19023,2021,"G",0.77573
"23802",19023,2021,"G25S",0.7
"23803",19023,2021,"G50S",0.7
"23804",19023,2021,"G75S",0.67573
"23805",19023,2022,"G",0.27573
"23806",19023,2022,"G25S",0.27573
"23807",19023,2022,"G50S",0.27573
"23808",19023,2022,"G75S",0.27573
"23809",19023,2023,"G",0.4
"23810",19023,2023,"G25S",0.4
"23811",19023,2023,"G50S",0.4
"23812",19023,2023,"G75S",0.4
"23813",19023,2024,"G",0.2
"23814",19023,2024,"G25S",0.2
"23815",19023,2024,"G50S",0.2
"23816",19023,2024,"G75S",0.2
"23817",19023,2025,"G",0.6
"23818",19023,2025,"G25S",0.5
"23819",19023,2025,"G50S",0.5
"23820",19023,2025,"G75S",0.5
"23821",19023,2026,"G",0.3
"23822",19023,2026,"G25S",0.3
"23823",19023,2026,"G50S",0.3
"23824",19023,2026,"G75S",0.27573
"23825",19023,2027,"G",0.4
"23826",19023,2027,"G25S",0.4
"23827",19023,2027,"G50S",0.4
"23828",19023,2027,"G75S",0.4
"23829",19023,2028,"G",0.3
"23830",19023,2028,"G25S",0.3
"23831",19023,2028,"G50S",0.3
"23832",19023,2028,"G75S",0.3
"23833",19023,2029,"G",0.4
"23834",19023,2029,"G25S",0.4
"23835",19023,2029,"G50S",0.4
"23836",19023,2029,"G75S",0.4
"23837",19023,2030,"G",0.2
"23838",19023,2030,"G25S",0.2
"23839",19023,2030,"G50S",0.2
"23840",19023,2030,"G75S",0.2
"23841",19023,2031,"G",0.4
"23842",19023,2031,"G25S",0.4
"23843",19023,2031,"G50S",0.4
"23844",19023,2031,"G75S",0.4
"23845",19023,2032,"G",0.2
"23846",19023,2032,"G25S",0.2
"23847",19023,2032,"G50S",0.2
"23848",19023,2032,"G75S",0.2
"23849",19023,2033,"G",0.4
"23850",19023,2033,"G25S",0.4
"23851",19023,2033,"G50S",0.4
"23852",19023,2033,"G75S",0.4
"23853",19023,2034,"G",0.3
"23854",19023,2034,"G25S",0.3
"23855",19023,2034,"G50S",0.27573
"23856",19023,2034,"G75S",0.2
"23857",19023,2035,"G",0.4
"23858",19023,2035,"G25S",0.4
"23859",19023,2035,"G50S",0.4
"23860",19023,2035,"G75S",0.4
"23861",19023,2036,"G",0.37573
"23862",19023,2036,"G25S",0.37573
"23863",19023,2036,"G50S",0.37573
"23864",19023,2036,"G75S",0.3
"23865",19023,2037,"G",0.4
